Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,2010,15,64,32.96,32.6,19.92,31.43,13.36,3.02,1.8,4.442,2.942,1.405,0.096,17874,South Asia
,2015,15,64,27.81,29.6,18.81,36.75,15.65,5.9,3.08,5.367,3.263,1.924,0.18,16507,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Pakistan,1950,15,64,85.22,6.8,1.58,7.38,2.69,0.61,0.45,1.001,0.609,0.371,0.021,20954,South Asia
,1955,15,64,84.73,7.27,1.7,7.37,2.69,0.64,0.46,1.02,0.624,0.373,0.022,22960,South Asia
,1960,15,64,82.64,8.29,2.19,8.21,3.42,0.8,0.61,1.181,0.713,0.439,0.028,25320,South Asia
,1965,15,64,80.35,9.62,5.7,8.93,3.92,1.09,0.85,1.425,0.884,0.502,0.039,28141,South Asia
,1970,15,64,79.15,9.21,6.69,10.19,4.86,1.45,1.22,1.634,0.979,0.601,0.053,32122,South Asia
,1975,15,64,75.51,10.82,8.59,12.05,6.21,1.63,1.39,1.953,1.169,0.723,0.06,36893,South Asia
,1980,15,64,73.43,10.18,8.34,14.64,8.12,1.79,1.58,2.241,1.284,0.889,0.067,42666,South Asia
,1985,15,64,69.11,11.65,9.46,17.15,9.74,2.1,1.83,2.619,1.49,1.051,0.078,50830,South Asia
,1990,15,64,64.79,12.41,10.17,20.3,11.67,2.51,2.17,3.049,1.705,1.251,0.094,59231,South Asia
,1995,15,64,61.97,12.16,10,20.83,12.67,5.05,4.33,3.52,1.848,1.485,0.188,66524,South Asia
,2000,15,64,58.49,11.85,9.78,22.25,13.93,7.41,6.27,4.04,2.023,1.743,0.273,78502,South Asia
,2005,15,64,43.7,18.7,15.63,32.35,19.63,5.25,4.39,5.054,2.738,2.123,0.193,91404,South Asia
,2010,15,64,43.91,17.58,14.87,32.72,19.74,5.79,4.74,5.222,2.736,2.275,0.21,105540,South Asia
,2015,15,64,37.81,17.72,16.02,36.43,23.49,8.04,6.47,5.987,3.067,2.63,0.29,119164,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sri Lanka,1950,15,64,34,46.21,6.93,19.5,8.21,0.3,0.14,3.554,2.782,0.764,0.009,4229,South Asia
,1955,15,64,30.91,46.74,6.99,22,9.78,0.34,0.17,3.835,2.952,0.873,0.01,4766,South Asia
,1960,15,64,28,47.24,7.09,24.38,12.32,0.38,0.19,4.124,3.115,0.997,0.011,5412,South Asia
,1965,15,64,25.09,46.38,7.2,28.15,14.91,0.35,0.18,4.489,3.318,1.16,0.011,6173,South Asia
,1970,15,64,16.39,36.1,15.05,46.06,27.11,1.42,0.71,6.627,4.714,1.87,0.043,7118,South Asia
,1975,15,64,14.39,39.72,21.33,44.7,27.48,1.19,0.67,6.965,5.187,1.741,0.037,8221,South Asia
,1980,15,64,12.07,44.14,26.32,42.98,28.15,0.81,0.48,7.222,5.57,1.626,0.026,9110,South Asia
,1985,15,64,12.06,35.8,22.2,49.16,32.86,2.98,1.58,7.886,5.877,1.918,0.091,10008,South Asia
,1990,15,64,8.66,29.95,19.07,55.45,39.05,5.94,3.19,8.9,6.088,2.63,0.183,11130,South Asia
,1995,15,64,7.77,21.33,13.81,61.1,45.01,9.8,5.52,9.835,6.142,3.386,0.306,12177,South Asia
,2000,15,64,7.2,12.22,7.95,66.37,50.95,14.21,8.39,10.769,6.051,4.266,0.452,13338,South Asia
,2005,15,64,5.14,13.91,9.19,65.35,38.36,15.6,9.01,10.835,5.994,4.349,0.492,14237,South Asia
,2010,15,64,3.02,13.87,9.18,67.48,18.82,15.63,9.12,10.673,5.982,4.196,0.495,14969,South Asia
,2015,15,64,2.05,11.88,7.79,79.94,55.46,6.14,2.82,11.127,5.949,4.999,0.179,13766,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Benin,1950,15,64,91.22,6.61,2.41,1.99,0.54,0.18,0.11,0.515,0.401,0.108,0.006,1104,Sub-Saharan Africa
,1955,15,64,89.62,7.86,2.94,2.32,0.62,0.21,0.12,0.608,0.475,0.126,0.007,1115,Sub-Saharan Africa
,1960,15,64,88.08,9.05,3.54,2.63,0.69,0.23,0.14,0.699,0.55,0.142,0.007,1160,Sub-Saharan Africa
,1965,15,64,86.7,10.1,4.21,2.95,0.74,0.25,0.14,0.786,0.621,0.158,0.008,1274,Sub-Saharan Africa
,1970,15,64,85.64,10.78,4.86,3.34,0.77,0.25,0.14,0.866,0.684,0.174,0.008,1445,Sub-Saharan Africa
,1975,15,64,84.56,11.24,5.48,3.95,0.82,0.25,0.14,0.961,0.754,0.2,0.008,1663,Sub-Saharan Africa
,1980,15,64,81.91,11.49,5.97,6.34,1.8,0.28,0.15,1.256,0.921,0.327,0.009,1907,Sub-Saharan Africa
,1985,15,64,76.79,13.32,7.39,9.12,3.77,0.78,0.42,1.771,1.215,0.532,0.024,2212,Sub-Saharan Africa
,1990,15,64,71.77,15.86,9.36,11.41,6.28,0.96,0.6,2.242,1.499,0.712,0.031,2588,Sub-Saharan Africa
,1995,15,64,66.4,18.82,11.62,13.23,8.12,1.55,0.89,2.73,1.8,0.881,0.049,3146,Sub-Saharan Africa
,2000,15,64,61.23,19.63,12.4,17.17,10.86,1.92,1.15,3.314,2.106,1.147,0.061,3723,Sub-Saharan Africa
,2005,15,64,57.62,19.05,12.48,20.68,13.76,2.65,1.44,3.853,2.346,1.425,0.082,4481,Sub-Saharan Africa
,2010,15,64,52.32,19.12,13.01,24.65,17.13,3.91,2.04,4.57,2.677,1.773,0.119,5305,Sub-Saharan Africa
,2015,15,64,44.56,20.33,14.26,29.49,20.44,5.7,2.97,5.515,3.149,2.192,0.173,5684,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Botswana,1950,15,64,70.58,26.89,5.35,2.37,0.56,0.17,0.1,1.401,1.305,0.09,0.005,230,Sub-Saharan Africa
,1955,15,64,69.99,27.44,5.66,2.4,0.56,0.17,0.1,1.435,1.338,0.092,0.005,258,Sub-Saharan Africa
,1960,15,64,69.46,27.92,6.62,2.45,0.57,0.17,0.1,1.491,1.392,0.093,0.005,275,Sub-Saharan Africa
,1965,15,64,64.17,32.77,8.58,2.84,0.52,0.12,0.08,1.76,1.654,0.102,0.004,306,Sub-Saharan Africa
,1970,15,64,54.78,39.28,8.76,5.36,0.98,0.59,0.33,2.326,2.098,0.21,0.018,356,Sub-Saharan Africa
,1975,15,64,50.4,42.26,16.51,6.83,1.49,0.51,0.28,2.847,2.571,0.26,0.016,427,Sub-Saharan Africa
,1980,15,64,44.1,45.41,16.31,10.2,2.54,0.37,0.21,3.286,2.9,0.375,0.012,512,Sub-Saharan Africa
,1985,15,64,35.73,28.64,15.3,33.42,10.25,2.21,1.19,5.418,4.032,1.318,0.068,616,Sub-Saharan Africa
,1990,15,64,25.43,13.58,7.36,57.7,26.39,3.3,2,7.532,5.002,2.424,0.106,743,Sub-Saharan Africa
,1995,15,64,17.9,10.55,5.9,67.81,28.2,3.74,2.15,8.487,5.584,2.785,0.118,896,Sub-Saharan Africa
,2000,15,64,13.51,8.11,4.65,75.03,30.47,3.35,2.09,9.07,5.933,3.028,0.109,1020,Sub-Saharan Africa
,2005,15,64,10.22,6.02,3.56,80.29,31.08,3.47,2.03,9.513,6.199,3.204,0.11,1042,Sub-Saharan Africa
,2010,15,64,7.14,4.97,3.27,83.95,30.62,3.95,2.18,9.892,6.441,3.328,0.123,1039,Sub-Saharan Africa
,2015,15,64,5.31,6.91,5.41,77.08,28.73,10.7,5.3,10.318,6.576,3.422,0.32,1299,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Burundi,1950,15,64,91.7,7.74,2.97,0.52,0.16,0.05,0.02,0.439,0.414,0.023,0.001,1372,Sub-Saharan Africa
,1955,15,64,89.69,9.61,3.8,0.64,0.21,0.06,0.03,0.55,0.519,0.029,0.002,1452,Sub-Saharan Africa
,1960,15,64,86.93,12.09,4.98,0.88,0.31,0.1,0.05,0.71,0.666,0.042,0.003,1557,Sub-Saharan Africa
,1965,15,64,84.24,14.55,6.32,1.07,0.4,0.13,0.07,0.871,0.815,0.052,0.004,1666,Sub-Saharan Africa
,1970,15,64,80.2,17.95,8.32,1.63,0.62,0.22,0.11,1.137,1.049,0.081,0.006,1835,Sub-Saharan Africa
,1975,15,64,76.74,20.8,10.3,2.17,0.85,0.29,0.15,1.378,1.261,0.108,0.009,1879,Sub-Saharan Africa
,1980,15,64,74.5,22.58,11.86,2.51,1.07,0.41,0.21,1.553,1.409,0.132,0.012,2139,Sub-Saharan Africa
,1985,15,64,73.03,23.57,12.94,2.9,1.28,0.5,0.28,1.627,1.455,0.156,0.016,2566,Sub-Saharan Africa
,1990,15,64,69.83,26.04,15.08,3.66,1.71,0.48,0.29,1.889,1.684,0.189,0.015,2920,Sub-Saharan Africa
,1995,15,64,63,31.79,19.62,4.73,2.26,0.48,0.29,2.285,2.018,0.252,0.015,3063,Sub-Saharan Africa
,2000,15,64,56.59,37.21,24.15,5.72,2.78,0.48,0.29,2.667,2.335,0.317,0.015,3188,Sub-Saharan Africa
,2005,15,64,52.95,39.19,26.36,7.18,3.49,0.69,0.37,2.969,2.529,0.418,0.021,3946,Sub-Saharan Africa
,2010,15,64,48.92,40.45,27.83,9.55,4.73,1.08,0.57,3.459,2.882,0.544,0.033,4834,Sub-Saharan Africa
,2015,15,64,47.62,39.89,17.92,10.53,4.66,1.97,0.91,3.435,2.775,0.603,0.058,5321,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cameroon,1950,15,64,86.04,11.77,4.19,2.12,0.6,0.07,0.04,0.72,0.61,0.108,0.002,2540,Sub-Saharan Africa
,1955,15,64,82.3,14.92,5.5,2.67,0.82,0.11,0.06,0.922,0.779,0.139,0.003,2751,Sub-Saharan Africa
,1960,15,64,78.64,18,6.91,3.21,1.04,0.14,0.08,1.123,0.949,0.17,0.004,2991,Sub-Saharan Africa
,1965,15,64,72.7,22.33,9.22,4.76,1.65,0.21,0.1,1.505,1.245,0.255,0.006,3267,Sub-Saharan Africa
,1970,15,64,65.94,27.63,12.28,6.17,2.21,0.26,0.14,1.922,1.583,0.332,0.008,3604,Sub-Saharan Africa
,1975,15,64,56.46,34.07,16.34,9.17,3.49,0.3,0.15,2.583,2.081,0.493,0.009,4011,Sub-Saharan Africa
,1980,15,64,47.97,39.02,19.93,12.63,5.18,0.37,0.18,3.247,2.549,0.687,0.011,4557,Sub-Saharan Africa
,1985,15,64,39.54,43.72,23.67,16.2,7.03,0.54,0.26,3.939,3.026,0.897,0.016,5179,Sub-Saharan Africa
,1990,15,64,31.46,47.88,27.33,19.77,9.07,0.89,0.42,4.647,3.496,1.125,0.026,5996,Sub-Saharan Africa
,1995,15,64,24.4,51.17,30.45,23.18,11.11,1.26,0.62,5.3,3.915,1.348,0.038,6937,Sub-Saharan Africa
,2000,15,64,20.18,52.36,32.17,25.87,12.85,1.59,0.82,5.763,4.183,1.531,0.048,7952,Sub-Saharan Africa
,2005,15,64,18.89,51.27,32.51,27.54,14.26,2.29,1.15,6.062,4.304,1.69,0.069,8993,Sub-Saharan Africa
,2010,15,64,17.72,49.26,31.98,29.77,15.8,3.25,1.65,6.409,4.419,1.892,0.098,10096,Sub-Saharan Africa
,2015,15,64,12.97,49.15,32.79,31.55,16.61,6.34,3.08,7.124,4.731,2.204,0.188,12595,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Central African Republic,1950,15,64,91.89,6.85,2.3,1.14,0.29,0.09,0.05,0.411,0.348,0.06,0.003,777,Sub-Saharan Africa
,1955,15,64,91.13,7.43,2.57,1.26,0.34,0.1,0.06,0.453,0.382,0.068,0.003,817,Sub-Saharan Africa
,1960,15,64,90.04,8.32,3.02,1.45,0.41,0.12,0.07,0.516,0.434,0.079,0.004,866,Sub-Saharan Africa
,1965,15,64,88.65,9.1,3.5,2.04,0.64,0.14,0.08,0.625,0.509,0.111,0.004,933,Sub-Saharan Africa
,1970,15,64,84.7,12.18,5.22,2.89,0.93,0.17,0.09,0.866,0.706,0.155,0.005,1035,Sub-Saharan Africa
,1975,15,64,79.48,16.08,7.6,4.26,1.51,0.18,0.1,1.21,0.977,0.228,0.006,1123,Sub-Saharan Africa
,1980,15,64,73.2,19.03,9.73,6.99,2.71,0.73,0.36,1.759,1.326,0.412,0.022,1249,Sub-Saharan Africa
,1985,15,64,68.64,21.09,11.42,8.9,3.76,1.33,0.73,2.191,1.589,0.561,0.041,1434,Sub-Saharan Africa
,1990,15,64,62.38,24.09,13.91,11.87,5.51,1.65,1.02,2.761,1.952,0.756,0.053,1574,Sub-Saharan Africa
,1995,15,64,56.9,27.32,16.56,14.19,6.9,1.59,0.99,3.2,2.263,0.886,0.052,1805,Sub-Saharan Africa
,2000,15,64,53.3,29.15,18.25,15.92,8.05,1.62,1,3.52,2.475,0.992,0.052,1997,Sub-Saharan Africa
,2005,15,64,50.62,30.33,19.82,17.45,9.07,1.61,0.97,3.782,2.648,1.083,0.052,2139,Sub-Saharan Africa
,2010,15,64,49.11,30.29,20.36,18.99,10.28,1.61,0.96,3.987,2.755,1.181,0.051,2342,Sub-Saharan Africa
,2015,15,64,48.63,29.62,20.23,19.8,10.74,1.95,1.07,4.112,2.801,1.251,0.06,2335,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Congo,1950,15,64,84.43,12.05,3.04,3.4,0.38,0.11,0.05,0.821,0.663,0.155,0.003,456,Sub-Saharan Africa
,1955,15,64,81.13,14.72,4.59,3.96,0.45,0.18,0.08,1.018,0.828,0.185,0.005,500,Sub-Saharan Africa
,1960,15,64,77.89,17.22,5.55,4.62,0.55,0.25,0.12,1.203,0.976,0.219,0.008,553,Sub-Saharan Africa
,1965,15,64,72.29,19.92,7.45,7.22,1.06,0.56,0.24,1.664,1.288,0.36,0.016,619,Sub-Saharan Africa
,1970,15,64,64.69,24.33,9.51,10.15,1.54,0.83,0.38,2.209,1.674,0.51,0.024,701,Sub-Saharan Africa
,1975,15,64,53.29,24.75,10.63,20.22,4.01,1.74,0.73,3.479,2.379,1.051,0.049,800,Sub-Saharan Africa
,1980,15,64,45.63,24.1,10.47,27.76,5.96,2.51,1.05,4.39,2.854,1.465,0.071,924,Sub-Saharan Africa
,1985,15,64,38.94,21.95,9.02,36.38,8.03,2.72,1.17,5.239,3.275,1.887,0.078,1081,Sub-Saharan Africa
,1990,15,64,36.83,18.47,7.26,42.03,8.91,2.68,1.16,5.667,3.454,2.136,0.077,1267,Sub-Saharan Africa
,1995,15,64,32.29,21.54,7.84,43.37,8.84,2.81,1.19,5.928,3.652,2.196,0.08,1476,Sub-Saharan Africa
,2000,15,64,28.67,25.74,7.89,43.23,8.08,2.36,1.03,5.949,3.744,2.137,0.068,1733,Sub-Saharan Africa
,2005,15,64,26.06,27.37,7.16,44.65,7.17,1.92,0.85,6.022,3.83,2.136,0.055,1997,Sub-Saharan Africa
,2010,15,64,25.08,25.75,5.94,47.69,6.36,1.48,0.65,6.146,3.901,2.202,0.043,2294,Sub-Saharan Africa
,2015,15,64,24.31,25.3,5.25,47.12,6.1,3.27,1.34,6.328,3.94,2.296,0.092,2685,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cote dIvoire,1950,15,64,85.55,10.85,4.1,3.21,0.49,0.45,0.25,0.856,0.668,0.174,0.014,1367,Sub-Saharan Africa
,1955,15,64,85.14,10.91,4.27,3.44,0.57,0.56,0.32,0.906,0.695,0.194,0.017,1618,Sub-Saharan Africa
,1960,15,64,84.51,10.94,4.49,3.87,0.72,0.72,0.4,0.987,0.738,0.226,0.022,1914,Sub-Saharan Africa
,1965,15,64,83.57,11.11,4.86,4.44,0.9,0.89,0.5,1.094,0.799,0.267,0.028,2256,Sub-Saharan Africa
,1970,15,64,81.31,11.51,5.38,6.12,1.21,1.08,0.6,1.328,0.938,0.356,0.033,2809,Sub-Saharan Africa
,1975,15,64,78.07,10.39,5.09,10.12,1.86,1.42,0.76,1.76,1.157,0.56,0.044,3464,Sub-Saharan Africa
,1980,15,64,73.9,11.94,6.21,12.49,2.44,1.66,0.92,2.135,1.394,0.689,0.052,4360,Sub-Saharan Africa
,1985,15,64,70.06,13.74,7.56,14.32,2.95,1.87,1.1,2.463,1.611,0.793,0.059,5402,Sub-Saharan Africa
,1990,15,64,66.03,15.63,9.08,16.58,3.59,1.77,1.11,2.794,1.842,0.895,0.058,6461,Sub-Saharan Africa
,1995,15,64,56.04,24.24,14.91,16.59,4.06,3.13,1.75,3.46,2.358,1.005,0.098,7626,Sub-Saharan Africa
,2000,15,64,47.07,32.09,20.56,16.82,5.07,4.03,2.36,4.065,2.83,1.107,0.128,8990,Sub-Saharan Africa
,2005,15,64,41.77,35.5,23.77,18.56,6.89,4.17,2.47,4.516,3.142,1.241,0.133,9962,Sub-Saharan Africa
,2010,15,64,36.89,38.92,26.91,20,9.19,4.18,2.53,4.929,3.426,1.369,0.134,11164,Sub-Saharan Africa
,2015,15,64,35.75,41.46,29.05,17.73,9.27,5.06,2.65,4.978,3.483,1.341,0.154,12691,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,1950,15,64,84.77,14.26,3.26,0.96,0.32,0.02,0.01,0.618,0.584,0.033,0.001,6398,Sub-Saharan Africa
,1955,15,64,81.42,17.24,2.47,1.33,0.46,0,0,0.716,0.671,0.045,0,7205,Sub-Saharan Africa
,1960,15,64,77.63,20.5,2.78,1.82,0.64,0.05,0.02,0.876,0.81,0.065,0.001,8189,Sub-Saharan Africa
,1965,15,64,73.47,23.94,3.2,2.52,0.89,0.07,0.03,1.061,0.969,0.09,0.002,9310,Sub-Saharan Africa
,1970,15,64,68.89,27.36,3.72,3.56,1.26,0.2,0.08,1.296,1.157,0.133,0.005,10706,Sub-Saharan Africa
,1975,15,64,63.18,31,4.34,5.41,1.95,0.41,0.16,1.632,1.409,0.211,0.012,12324,Sub-Saharan Africa
,1980,15,64,56.68,33.02,4.96,9.76,3.6,0.55,0.24,2.145,1.757,0.372,0.016,14265,Sub-Saharan Africa
,1985,15,64,50.97,30.88,5.12,17.42,6.86,0.73,0.36,2.858,2.169,0.667,0.022,16337,Sub-Saharan Africa
,1990,15,64,45.99,32.3,5.43,20.7,9.56,1.01,0.5,3.322,2.435,0.857,0.03,18997,Sub-Saharan Africa
,1995,15,64,42.96,34.55,6.09,21.19,10.37,1.29,0.65,3.524,2.569,0.916,0.039,22569,Sub-Saharan Africa
,2000,15,64,41.74,35.33,6.87,21.66,10.92,1.28,0.71,3.628,2.642,0.947,0.04,25143,Sub-Saharan Africa
,2005,15,64,40.96,34.95,12.48,22.04,11.45,2.06,0.99,3.952,2.869,1.022,0.061,28806,Sub-Saharan Africa
,2010,15,64,40.79,32.97,14.86,23.14,12.28,3.1,1.46,4.24,3.009,1.14,0.091,33316,Sub-Saharan Africa
,2015,15,64,18.3,33.61,14.08,40.22,22.26,7.88,4.61,6.734,4.316,2.168,0.25,38610,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Gabon,1950,15,64,90.24,8.65,3,0.89,0.31,0.22,0.13,0.483,0.416,0.06,0.007,302,Sub-Saharan Africa
,1955,15,64,86.57,9.22,3.27,3.41,0.91,0.8,0.26,0.868,0.627,0.22,0.021,303,Sub-Saharan Africa
,1960,15,64,83.14,11.84,4.5,4.1,1.16,0.92,0.31,1.079,0.791,0.263,0.025,304,Sub-Saharan Africa
,1965,15,64,76.44,16.4,6.82,5.82,1.81,1.33,0.5,1.543,1.126,0.38,0.037,304,Sub-Saharan Africa
,1970,15,64,69.21,21.98,9.92,7.04,2.34,1.77,0.73,2.011,1.485,0.475,0.05,318,Sub-Saharan Africa
,1975,15,64,61.27,24.06,11.44,11.29,4.18,3.38,1.41,2.854,1.945,0.813,0.096,346,Sub-Saharan Africa
,1980,15,64,53.41,27.32,13.75,14.35,5.95,4.92,2.29,3.63,2.388,1.097,0.144,382,Sub-Saharan Africa
,1985,15,64,43.61,29.85,15.87,19.65,8.72,6.9,3.48,4.703,2.964,1.531,0.208,426,Sub-Saharan Africa
,1990,15,64,34.47,31.63,17.71,25.37,11.67,8.53,4.51,5.738,3.515,1.963,0.261,496,Sub-Saharan Africa
,1995,15,64,23.54,36.17,21.57,30.16,14.48,10.13,5.46,6.811,4.149,2.35,0.312,585,Sub-Saharan Africa
,2000,15,64,16.52,37.9,23.49,34.55,16.91,11.03,6.18,7.582,4.576,2.662,0.344,681,Sub-Saharan Africa
,2005,15,64,12.88,35.46,22.46,40.29,20.05,11.37,6.5,8.203,4.837,3.009,0.357,769,Sub-Saharan Africa
,2010,15,64,10.49,30.11,19.15,47.79,24.68,11.62,6.67,8.873,5.042,3.465,0.366,872,Sub-Saharan Africa
,2015,15,64,8.6,25.95,16.37,51.28,27.91,14.16,8.06,9.379,5.055,3.88,0.445,1169,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Gambia,1950,15,64,95.57,0.86,0.29,3.43,0.57,0.14,0.08,0.41,0.249,0.157,0.004,165,Sub-Saharan Africa
,1955,15,64,95.27,0.87,0.3,3.69,0.69,0.16,0.09,0.443,0.266,0.171,0.005,177,Sub-Saharan Africa
,1960,15,64,94.88,1.02,0.37,3.9,0.77,0.19,0.11,0.476,0.288,0.183,0.006,203,Sub-Saharan Africa
,1965,15,64,94.34,1,0.36,4.47,0.9,0.19,0.11,0.535,0.321,0.209,0.006,231,Sub-Saharan Africa
,1970,15,64,93.79,1.14,0.42,4.87,1.01,0.2,0.12,0.584,0.351,0.227,0.006,259,Sub-Saharan Africa
,1975,15,64,91.44,2.42,1.09,5.95,1.23,0.17,0.11,0.751,0.473,0.273,0.006,305,Sub-Saharan Africa
,1980,15,64,88.9,3.09,1.57,7.49,1.5,0.52,0.27,0.997,0.62,0.361,0.016,356,Sub-Saharan Africa
,1985,15,64,85.68,3.79,2.21,9.59,1.78,0.94,0.52,1.317,0.812,0.476,0.029,416,Sub-Saharan Africa
,1990,15,64,79.07,7.72,6.03,11.77,2.06,1.44,0.83,1.849,1.205,0.598,0.045,506,Sub-Saharan Africa
,1995,15,64,75.3,6.55,5.6,16.2,2.52,1.96,1.17,2.332,1.454,0.816,0.063,608,Sub-Saharan Africa
,2000,15,64,72.16,5.15,4.38,20.8,2.88,1.89,1.15,2.771,1.647,1.063,0.061,728,Sub-Saharan Africa
,2005,15,64,65.46,5.86,5.27,26.96,3.26,1.72,1.05,3.387,1.938,1.393,0.055,852,Sub-Saharan Africa
,2010,15,64,59.87,5.09,4.64,33.4,3.63,1.64,0.99,3.915,2.313,1.55,0.052,974,Sub-Saharan Africa
,2015,15,64,51.51,7.08,6.82,35.89,10.32,5.6,2.06,4.882,2.812,1.916,0.153,1102,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Ghana,1950,15,64,86.3,11.95,4.32,1.12,0.22,0.62,0.32,0.698,0.593,0.086,0.019,2749,Sub-Saharan Africa
,1955,15,64,84.28,13.2,4.94,1.86,0.32,0.67,0.35,0.826,0.696,0.11,0.02,3219,Sub-Saharan Africa
,1960,15,64,77.95,19.61,7.95,1.79,0.32,0.68,0.36,1.105,0.975,0.109,0.021,3765,Sub-Saharan Africa
,1965,15,64,70.72,13.66,5.78,15.11,2.54,0.51,0.28,2.032,1.521,0.495,0.016,4340,Sub-Saharan Africa
,1970,15,64,62.51,7.69,3.46,29.46,5.27,0.34,0.2,3.351,2.123,1.218,0.011,4745,Sub-Saharan Africa
,1975,15,64,54.56,9.74,4.79,34.93,6.63,0.77,0.4,4.227,2.578,1.625,0.023,5377,Sub-Saharan Africa
,1980,15,64,48.85,10.53,5.5,39.45,8.19,1.16,0.62,4.93,2.918,1.977,0.036,5921,Sub-Saharan Africa
,1985,15,64,43.02,11.74,6.55,43.56,9.93,1.68,0.97,5.626,3.263,2.31,0.053,6958,Sub-Saharan Africa
,1990,15,64,38.81,12.75,7.56,46.28,11.45,2.16,1.29,6.05,3.515,2.466,0.069,8102,Sub-Saharan Africa
,1995,15,64,36.14,15.28,9.48,45.99,13.18,2.59,1.6,6.267,3.658,2.525,0.084,9454,Sub-Saharan Africa
,2000,15,64,32.86,16.39,10.45,48.03,14.66,2.7,1.76,6.668,3.849,2.729,0.089,11001,Sub-Saharan Africa
,2005,15,64,28.56,12.54,8.22,56.14,17.93,2.76,1.65,7.285,4.157,3.04,0.088,12675,Sub-Saharan Africa
,2010,15,64,25.4,11.79,7.97,59.75,22.16,3.06,1.76,7.659,4.361,3.201,0.096,14371,Sub-Saharan Africa
,2015,15,64,21.03,12.1,8.37,61.86,23.88,5,2.42,8.126,4.626,3.352,0.148,16377,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Kenya,1950,15,64,77.51,20.47,6.8,1.75,0.22,0.27,0.16,1.195,1.096,0.091,0.009,3420,Sub-Saharan Africa
,1955,15,64,74.71,23.03,7.88,1.97,0.22,0.29,0.17,1.35,1.24,0.101,0.009,3725,Sub-Saharan Africa
,1960,15,64,70.82,26.55,9.22,2.35,0.21,0.29,0.17,1.563,1.437,0.116,0.009,4041,Sub-Saharan Africa
,1965,15,64,68.2,28.29,10.55,3.13,0.24,0.38,0.22,1.77,1.605,0.153,0.012,4562,Sub-Saharan Africa
,1970,15,64,62.75,31.69,15.04,5.17,0.33,0.4,0.24,2.275,2.025,0.237,0.013,5348,Sub-Saharan Africa
,1975,15,64,53.69,37.37,13.67,8.06,0.5,0.88,0.44,2.824,2.413,0.385,0.026,6361,Sub-Saharan Africa
,1980,15,64,43.58,43.36,16.47,11.63,0.75,1.38,0.68,3.609,3.005,0.563,0.041,7666,Sub-Saharan Africa
,1985,15,64,34.04,49.66,19.3,14.41,1.2,1.91,0.99,4.328,3.556,0.715,0.058,9300,Sub-Saharan Africa
,1990,15,64,26.85,53.1,23.24,17.43,1.99,2.62,1.37,5.048,4.075,0.894,0.08,11350,Sub-Saharan Africa
,1995,15,64,23.53,52.68,24.42,20.2,3.4,3.49,1.89,5.505,4.357,1.04,0.108,13893,Sub-Saharan Africa
,2000,15,64,20.79,51.14,22.54,23.43,5.78,4.56,2.55,5.914,4.538,1.234,0.142,16294,Sub-Saharan Africa
