Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,2000,15,64,18.52,19.49,9.3,46.63,27.74,15.35,9.68,8.236,4.583,3.152,0.501,1764,Middle East and North Africa
,2005,15,64,9.91,26.99,13.04,49.55,30.06,13.49,8.87,8.629,4.984,3.198,0.447,2533,Middle East and North Africa
,2010,15,64,10.06,25.48,12.48,52.06,33.28,12.41,8.03,8.72,5.007,3.305,0.409,2815,Middle East and North Africa
,2015,15,64,4.62,14.27,8.08,33.15,20.81,47.96,43.31,11.859,5.507,4.526,1.825,5791,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Yemen,1950,15,64,99.55,0.37,0.16,0.04,0.01,0.04,0.03,0.026,0.021,0.004,0.001,1173,Middle East and North Africa
,1955,15,64,99.27,0.64,0.29,0.04,0.02,0.05,0.03,0.039,0.033,0.004,0.001,1244,Middle East and North Africa
,1960,15,64,98.85,1.06,0.49,0.05,0.02,0.05,0.03,0.058,0.052,0.005,0.001,1337,Middle East and North Africa
,1965,15,64,98.31,1.6,0.79,0.05,0.02,0.05,0.02,0.083,0.077,0.005,0.001,1454,Middle East and North Africa
,1970,15,64,97.89,2.02,1.06,0.05,0.02,0.05,0.02,0.104,0.098,0.005,0.001,1533,Middle East and North Africa
,1975,15,64,97.03,2.97,1.62,0,0,0,0,0.138,0.138,0,0,1619,Middle East and North Africa
,1980,15,64,92.66,6.16,3.57,0.94,0.34,0.24,0.09,0.422,0.363,0.053,0.007,1929,Middle East and North Africa
,1985,15,64,84.24,9.61,5.76,5.39,1.37,0.76,0.31,1.1,0.83,0.248,0.021,2315,Middle East and North Africa
,1990,15,64,72.92,14.2,8.84,11.77,3.45,1.11,0.52,2.02,1.464,0.523,0.033,2794,Middle East and North Africa
,1995,15,64,64.2,18.68,12.1,14.87,4.68,2.25,0.93,2.737,1.951,0.722,0.064,3663,Middle East and North Africa
,2000,15,64,53.8,21.88,14.35,21.93,6.88,2.38,1.17,3.624,2.546,1.007,0.071,4482,Middle East and North Africa
,2005,15,64,46.99,22.57,15.05,27.73,9.07,2.71,1.36,4.303,2.955,1.267,0.081,5448,Middle East and North Africa
,2010,15,64,40.36,25.67,15.46,30.86,10.24,3.11,1.6,4.786,3.272,1.42,0.094,6556,Middle East and North Africa
,2015,15,64,30.64,28.41,20,30.53,10.75,10.42,5.13,6.084,3.909,1.864,0.311,7518,Middle East and North Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Afghanistan,1950,15,64,90.68,7.85,1,0.44,0.18,1.03,0.46,0.465,0.354,0.081,0.03,2321,South Asia
,1955,15,64,89.63,8.58,1.11,0.58,0.24,1.22,0.59,0.533,0.399,0.098,0.036,2561,South Asia
,1960,15,64,87.79,9.84,1.32,0.74,0.31,1.63,0.79,0.655,0.477,0.129,0.048,2845,South Asia
,1965,15,64,85.88,11.06,0.62,1.08,0.41,1.99,1.01,0.758,0.534,0.164,0.06,3161,South Asia
,1970,15,64,80.22,13.63,0.95,2.41,0.83,3.74,1.77,1.239,0.806,0.322,0.11,3522,South Asia
,1975,15,64,75.04,16.3,1.06,3.42,1.19,5.24,2.62,1.65,1.041,0.453,0.157,3959,South Asia
,1980,15,64,68.97,19.37,2.37,4.77,1.78,6.81,3.39,2.156,1.347,0.605,0.204,4160,South Asia
,1985,15,64,62.17,24.09,6.4,5.59,2.31,8.15,4.45,2.872,1.93,0.69,0.252,3763,South Asia
,1990,15,64,58.35,26.55,10.3,5.73,2.58,9.36,5.22,3.361,2.356,0.713,0.292,3900,South Asia
,1995,15,64,56.51,23.98,9.93,9.26,3.67,10.25,5.84,3.783,2.651,0.81,0.322,5445,South Asia
,2000,15,64,49.59,23.38,12.07,16.21,6.77,10.83,6.31,4.718,3.367,1.008,0.343,6203,South Asia
,2005,15,64,46.3,22.5,12.84,19.94,9.48,11.26,6.6,5.1,3.508,1.235,0.357,7854,South Asia
,2010,15,64,37.55,30.65,19.79,20.44,11.23,11.36,6.71,5.618,3.903,1.353,0.361,9488,South Asia
,2015,15,64,29.51,36.65,32.59,19.24,10.61,14.59,7.84,6.49,4.496,1.545,0.449,9387,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bangladesh,1950,15,64,67,24.11,2.84,8.44,3.47,0.44,0.29,1.477,1.118,0.345,0.015,13606,South Asia
,1955,15,64,66.44,24.26,2.87,8.84,3.66,0.46,0.3,1.52,1.143,0.361,0.015,14237,South Asia
,1960,15,64,65.52,23.98,3.29,10,4.38,0.6,0.34,1.648,1.211,0.418,0.019,15029,South Asia
,1965,15,64,66.31,20.89,12.46,11.91,4.9,0.89,0.47,2.001,1.474,0.5,0.027,15982,South Asia
,1970,15,64,67.24,17.44,13.89,13.96,5.57,1.36,0.68,2.188,1.549,0.598,0.041,17844,South Asia
,1975,15,64,66.08,13.79,12.16,18.62,7.24,1.48,0.83,2.478,1.654,0.778,0.046,20013,South Asia
,1980,15,64,54.46,21.01,19.28,22.66,9.64,1.84,1.05,3.255,2.233,0.965,0.058,22790,South Asia
,1985,15,64,48.15,24.17,22.66,24.61,10.57,3.07,1.54,3.75,2.554,1.103,0.092,26170,South Asia
,1990,15,64,46.92,24.89,23.38,24.34,10.55,3.86,1.96,3.867,2.616,1.134,0.116,30013,South Asia
,1995,15,64,43.97,24.97,23.51,26.07,11.97,4.98,2.48,4.305,2.765,1.391,0.149,34173,South Asia
,2000,15,64,38.42,23.26,21.76,34.02,21.55,4.3,2.61,5.188,3.042,2.008,0.138,39092,South Asia
,2005,15,64,34.37,21.7,20.66,39.33,22.23,4.6,2.75,5.789,3.256,2.386,0.147,44258,South Asia
,2010,15,64,27.77,23.03,22.19,44.16,22.19,5.04,2.97,6.317,3.591,2.567,0.16,49900,South Asia
,2015,15,64,20.77,26.28,17.67,41.19,19.6,11.76,9.41,6.978,3.746,2.809,0.424,51821,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
India,1950,15,64,60.93,34.37,10.64,3.62,0.48,1.03,0.67,1.577,1.358,0.185,0.034,107655,South Asia
,1955,15,64,59.34,35.76,11.35,3.78,0.5,1.1,0.73,1.652,1.422,0.194,0.036,118112,South Asia
,1960,15,64,57.59,37.18,13.43,4.25,0.36,0.99,0.59,1.756,1.527,0.197,0.032,129728,South Asia
,1965,15,64,57.5,34.64,14.31,6.24,0.43,1.55,0.94,1.956,1.613,0.293,0.05,143160,South Asia
,1970,15,64,51.85,37.64,20.03,8.72,0.43,1.75,1.04,2.401,1.966,0.38,0.056,160194,South Asia
,1975,15,64,51.11,28.22,18.03,17.86,0.52,2.82,1.55,2.998,2.19,0.72,0.087,180986,South Asia
,1980,15,64,52.9,16.33,11.4,27.22,0.71,3.56,2.01,3.395,2.232,1.052,0.111,204741,South Asia
,1985,15,64,43.51,21.16,16.22,30.53,0.82,4.8,2.79,4.081,2.701,1.229,0.152,231009,South Asia
,1990,15,64,36.49,22.96,18.38,34.9,0.88,5.65,3.39,4.654,3.061,1.412,0.181,260105,South Asia
,1995,15,64,30.57,21.74,18.76,38.7,9.42,9,5.13,5.68,3.397,2,0.283,288934,South Asia
,2000,15,64,26.12,19.06,17.3,44.32,26.88,10.5,6.53,6.875,3.65,2.884,0.34,321848,South Asia
,2005,15,64,20.76,20.26,19.18,48.03,27.5,10.95,6.73,7.379,3.935,3.091,0.354,356610,South Asia
,2010,15,64,17.55,19.49,18.92,51.43,29.94,11.54,7.02,7.847,4.108,3.368,0.371,391995,South Asia
,2015,15,64,15.2,17.01,16.78,51.6,30.61,16.18,8.68,8.494,4.234,3.763,0.497,450081,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Maldives,1950,15,64,54.21,20.57,6.18,25.06,22.71,0.16,0.05,3.377,1.93,1.443,0.004,28,South Asia
,1955,15,64,50.7,21.59,6.85,27.52,24.38,0.18,0.06,3.669,2.096,1.568,0.005,29,South Asia
,1960,15,64,47.91,22.61,7.8,29.26,27.1,0.21,0.06,3.943,2.234,1.704,0.005,29,South Asia
,1965,15,64,44.98,23.83,8.51,30.85,28.08,0.34,0.1,4.165,2.368,1.788,0.009,32,South Asia
,1970,15,64,41.51,25.36,9.86,32.65,29.02,0.48,0.16,4.428,2.537,1.879,0.013,35,South Asia
,1975,15,64,37.83,26.64,10.67,34.74,30.43,0.78,0.18,4.73,2.709,2.002,0.019,39,South Asia
,1980,15,64,34.69,27.85,11.64,36.42,31.25,1.04,0.17,4.977,2.86,2.092,0.024,43,South Asia
,1985,15,64,31.76,29.55,12.56,37.49,32.65,1.21,0.2,5.193,2.988,2.177,0.028,50,South Asia
,1990,15,64,32.19,32.37,14.51,34.05,23.23,1.39,0.25,4.778,2.944,1.802,0.033,56,South Asia
,1995,15,64,32.3,35.3,16.11,30.8,16.1,1.61,0.25,4.552,2.906,1.61,0.037,67,South Asia
,2000,15,64,27.96,38.53,17.33,31.96,10.81,1.55,0.26,4.742,3.072,1.634,0.036,78,South Asia
,2005,15,64,20.17,42.08,20.75,35.85,6.26,1.88,0.26,5.444,3.457,1.944,0.043,96,South Asia
,2010,15,64,14.99,34.8,17.35,48.49,9.04,1.72,0.26,6.581,4.184,2.358,0.04,112,South Asia
,2015,15,64,11.04,29.82,15.57,54.31,10.78,4.83,0.43,7.437,4.571,2.76,0.105,213,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Nepal,1950,15,64,97.42,0.52,0.17,1.92,0.41,0.14,0.08,0.203,0.12,0.078,0.005,2496,South Asia
,1955,15,64,97.21,0.69,0.24,1.91,0.46,0.18,0.11,0.216,0.128,0.082,0.006,2647,South Asia
,1960,15,64,96.7,1.03,0.39,2.01,0.47,0.29,0.16,0.251,0.15,0.092,0.009,2800,South Asia
,1965,15,64,92.62,3.12,1.18,3.83,0.52,0.44,0.22,0.491,0.321,0.157,0.013,3009,South Asia
,1970,15,64,86.04,5.89,2.34,7.51,0.77,0.56,0.31,0.908,0.609,0.282,0.017,3317,South Asia
,1975,15,64,79.86,9.36,3.7,9.38,0.7,1.41,0.71,1.295,0.866,0.387,0.042,3719,South Asia
,1980,15,64,72.68,12.59,5.31,12.53,1.28,2.12,1.12,1.786,1.18,0.541,0.065,4175,South Asia
,1985,15,64,59.22,15.92,6.83,20.41,2.86,4.45,2.46,2.915,1.812,0.965,0.138,4661,South Asia
,1990,15,64,48.42,16.27,7.45,29.34,5.48,5.97,3.57,3.789,2.101,1.498,0.191,5214,South Asia
,1995,15,64,43.41,21.67,10.36,28.44,6.58,6.48,3.6,3.97,2.342,1.426,0.202,5787,South Asia
,2000,15,64,35.81,29.38,15.26,29.79,7.74,5.02,3.15,4.188,2.684,1.34,0.163,6618,South Asia
,2005,15,64,26.91,34.26,19.19,34.25,9.47,4.58,2.93,4.698,3.133,1.414,0.15,7579,South Asia
,2010,15,64,20.83,37.79,22.52,37.11,10.69,4.27,2.69,5.142,3.455,1.548,0.139,8746,South Asia
,2015,15,64,18.47,33.19,19.97,39.6,12.13,8.75,4.49,5.963,3.635,2.064,0.265,7123,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Pakistan,1950,15,64,77.89,8.98,2.33,12.15,2.52,0.98,0.73,1.507,0.939,0.534,0.034,11141,South Asia
,1955,15,64,76.84,9.99,2.59,12.13,2.49,1.03,0.73,1.544,0.973,0.536,0.035,12091,South Asia
,1960,15,64,73.49,11.74,3.33,13.32,4.8,1.28,1,1.834,1.107,0.681,0.046,13229,South Asia
,1965,15,64,69.97,14.31,8.37,13.97,6.07,1.75,1.45,2.201,1.353,0.784,0.064,14616,South Asia
,1970,15,64,69.49,12.78,9.03,15.46,8.07,2.28,2.02,2.464,1.432,0.946,0.086,16656,South Asia
,1975,15,64,64.65,14.76,11.12,18.08,10.98,2.51,2.22,2.928,1.676,1.157,0.095,19105,South Asia
,1980,15,64,62.26,13.7,10.6,21.51,14.17,2.63,2.24,3.309,1.815,1.396,0.098,22063,South Asia
,1985,15,64,56.44,15.15,11.44,25.17,16.01,3.25,2.85,3.83,2.085,1.623,0.122,26239,South Asia
,1990,15,64,50.99,15.97,12.11,29.19,16.35,3.84,3.41,4.297,2.354,1.799,0.145,30567,South Asia
,1995,15,64,49.51,14.21,11.35,29.35,18.55,6.93,5.74,4.813,2.453,2.107,0.253,34387,South Asia
,2000,15,64,46.05,14.23,11.06,30.19,19.74,9.53,7.72,5.326,2.618,2.363,0.345,40563,South Asia
,2005,15,64,30.15,22.13,17.83,40.8,23.75,6.93,5.6,6.295,3.385,2.659,0.251,47240,South Asia
,2010,15,64,30.95,21.05,17.66,40.98,23.86,7.02,5.53,6.411,3.368,2.792,0.251,54517,South Asia
,2015,15,64,28.83,17.43,14.99,43.79,27.1,9.95,7.77,6.983,3.497,3.132,0.354,61002,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sri Lanka,1950,15,64,22.05,54.42,8.52,23.15,9.65,0.38,0.22,4.219,3.3,0.907,0.012,2287,South Asia
,1955,15,64,19.43,54.22,8.56,25.91,11.3,0.45,0.28,4.505,3.465,1.026,0.015,2541,South Asia
,1960,15,64,16.33,54.77,8.74,28.39,14.1,0.52,0.31,4.815,3.64,1.159,0.017,2845,South Asia
,1965,15,64,15.17,52.41,8.62,31.92,16.65,0.48,0.3,5.104,3.775,1.314,0.016,3239,South Asia
,1970,15,64,9.1,38.88,16.5,50.28,29.03,1.64,0.94,7.205,5.111,2.043,0.051,3719,South Asia
,1975,15,64,8.99,41.48,22.57,48.1,29.15,1.43,0.88,7.431,5.503,1.882,0.046,4267,South Asia
,1980,15,64,7.81,45.38,27.35,45.75,29.55,1.04,0.67,7.605,5.834,1.737,0.034,4725,South Asia
,1985,15,64,9.06,36.61,22.94,51.17,33.72,3.15,1.72,8.16,6.064,1.998,0.098,5202,South Asia
,1990,15,64,6.59,30.46,19.59,57.03,39.4,5.91,3.22,9.091,6.224,2.684,0.183,5737,South Asia
,1995,15,64,6.43,21.86,14.36,62.39,45.06,9.31,5.28,9.918,6.235,3.391,0.292,6279,South Asia
,2000,15,64,6.4,12.84,8.48,67.6,50.83,13.16,7.81,10.755,6.113,4.223,0.419,6868,South Asia
,2005,15,64,4.3,14.62,9.76,66.9,38.25,14.18,8.26,10.803,6.06,4.294,0.449,7319,South Asia
,2010,15,64,2.22,14.57,9.73,69.15,18.4,14.06,8.32,10.618,6.047,4.124,0.448,7689,South Asia
,2015,15,64,1.83,12.01,7.99,80.41,53.34,5.75,2.62,11.06,5.96,4.933,0.167,6631,South Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Benin,1950,15,64,86.36,10.64,4,2.7,0.88,0.3,0.19,0.784,0.619,0.155,0.01,533,Sub-Saharan Africa
,1955,15,64,83.78,12.71,4.93,3.16,1.01,0.35,0.23,0.934,0.74,0.182,0.012,531,Sub-Saharan Africa
,1960,15,64,81.49,14.53,5.88,3.59,1.13,0.4,0.25,1.069,0.851,0.205,0.013,553,Sub-Saharan Africa
,1965,15,64,79.41,16.19,7,3.98,1.21,0.42,0.27,1.198,0.959,0.225,0.014,603,Sub-Saharan Africa
,1970,15,64,78.11,16.85,7.8,4.62,1.26,0.42,0.26,1.308,1.042,0.252,0.014,687,Sub-Saharan Africa
,1975,15,64,76.93,17.01,8.48,5.64,1.35,0.42,0.25,1.437,1.128,0.295,0.013,795,Sub-Saharan Africa
,1980,15,64,73.7,16.26,8.52,9.53,3.23,0.49,0.27,1.872,1.344,0.512,0.015,917,Sub-Saharan Africa
,1985,15,64,67.67,17.87,9.87,13.08,6.93,1.38,0.76,2.571,1.7,0.828,0.043,1073,Sub-Saharan Africa
,1990,15,64,62.21,20.22,11.76,15.94,10.73,1.63,1.04,3.141,2.014,1.074,0.054,1261,Sub-Saharan Africa
,1995,15,64,55.86,23.69,14.42,17.91,13.04,2.54,1.45,3.736,2.37,1.285,0.08,1563,Sub-Saharan Africa
,2000,15,64,49.21,24.36,15.15,23.29,16.43,3.02,1.83,4.497,2.764,1.636,0.097,1856,Sub-Saharan Africa
,2005,15,64,46.24,23.49,15.18,25.94,18.73,4.33,2.29,5.012,2.977,1.903,0.132,2261,Sub-Saharan Africa
,2010,15,64,41.78,23.5,13.78,28.05,20.5,6.67,3.34,5.606,3.202,2.204,0.2,2693,Sub-Saharan Africa
,2015,15,64,35.17,19.27,12.89,37.56,27.09,7.99,4.11,6.815,3.698,2.875,0.242,2820,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Botswana,1950,15,64,73.97,22.67,4.75,3.11,0.77,0.25,0.17,1.325,1.195,0.121,0.008,107,Sub-Saharan Africa
,1955,15,64,73.22,23.41,5.07,3.12,0.77,0.25,0.16,1.363,1.233,0.122,0.008,122,Sub-Saharan Africa
,1960,15,64,72.32,24.24,6.2,3.18,0.79,0.25,0.16,1.438,1.306,0.124,0.008,129,Sub-Saharan Africa
,1965,15,64,67.17,28.96,8.32,3.54,0.73,0.19,0.13,1.702,1.566,0.13,0.006,142,Sub-Saharan Africa
,1970,15,64,57.98,34.65,9.45,6.52,1.41,0.85,0.52,2.353,2.06,0.266,0.027,166,Sub-Saharan Africa
,1975,15,64,53.57,37.84,15.53,7.8,1.98,0.78,0.45,2.807,2.469,0.313,0.025,200,Sub-Saharan Africa
,1980,15,64,47.82,40.84,15.42,10.96,3.33,0.58,0.35,3.221,2.777,0.425,0.019,240,Sub-Saharan Africa
,1985,15,64,39.01,24.96,14.26,33.11,11.45,2.93,1.6,5.354,3.895,1.369,0.091,295,Sub-Saharan Africa
,1990,15,64,27.77,12.28,7.59,55.7,26.21,4.26,2.61,7.437,4.892,2.408,0.137,358,Sub-Saharan Africa
,1995,15,64,19.08,9.39,5.87,66.93,28.66,4.6,2.66,8.497,5.541,2.811,0.145,436,Sub-Saharan Africa
,2000,15,64,14.31,7.34,4.72,74.28,31.13,4.07,2.55,9.094,5.907,3.055,0.132,494,Sub-Saharan Africa
,2005,15,64,10.53,5.29,3.45,80.07,32.05,4.11,2.41,9.578,6.198,3.249,0.13,509,Sub-Saharan Africa
,2010,15,64,7.17,4.49,2.99,83.93,31.79,4.41,2.47,9.958,6.446,3.374,0.138,518,Sub-Saharan Africa
,2015,15,64,5.47,7.94,6.44,72.05,28.2,14.54,6.83,10.444,6.564,3.452,0.427,613,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Burundi,1950,15,64,86.69,12.46,4.75,0.83,0.25,0.05,0.03,0.701,0.664,0.035,0.002,648,Sub-Saharan Africa
,1955,15,64,83.08,15.82,6.26,1.03,0.35,0.08,0.04,0.899,0.851,0.046,0.002,683,Sub-Saharan Africa
,1960,15,64,80.87,17.83,7.34,1.2,0.44,0.12,0.06,1.033,0.973,0.056,0.004,732,Sub-Saharan Africa
,1965,15,64,78.36,20.15,8.85,1.34,0.51,0.15,0.08,1.188,1.119,0.064,0.005,782,Sub-Saharan Africa
,1970,15,64,71.73,25.69,12.07,2.25,0.87,0.32,0.16,1.625,1.502,0.113,0.01,864,Sub-Saharan Africa
,1975,15,64,65.77,30.59,15.43,3.15,1.27,0.49,0.24,2.042,1.866,0.162,0.015,875,Sub-Saharan Africa
,1980,15,64,64.1,31.77,16.88,3.47,1.51,0.67,0.33,2.202,1.992,0.19,0.02,1005,Sub-Saharan Africa
,1985,15,64,63.88,31.39,17.21,3.91,1.74,0.82,0.45,2.201,1.957,0.219,0.025,1224,Sub-Saharan Africa
,1990,15,64,61.04,33.41,19.16,4.79,2.23,0.75,0.46,2.454,2.174,0.256,0.024,1403,Sub-Saharan Africa
,1995,15,64,54.06,39.07,23.81,6.14,2.88,0.74,0.45,2.865,2.509,0.332,0.024,1462,Sub-Saharan Africa
,2000,15,64,47.93,44.41,28.38,7.02,3.45,0.64,0.41,3.211,2.799,0.39,0.021,1511,Sub-Saharan Africa
,2005,15,64,44.79,46.02,30.29,8.21,3.96,0.97,0.51,3.473,2.956,0.487,0.03,1907,Sub-Saharan Africa
,2010,15,64,41.03,47.05,27.35,10.24,4.94,1.67,0.84,3.831,3.168,0.613,0.05,2361,Sub-Saharan Africa
,2015,15,64,40.38,44.39,19.08,12.22,5.19,3.02,1.47,3.971,3.142,0.739,0.09,2613,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cameroon,1950,15,64,76.87,20.07,7.31,2.96,0.85,0.1,0.06,1.16,1.005,0.151,0.003,1240,Sub-Saharan Africa
,1955,15,64,71.21,24.69,9.32,3.92,1.26,0.17,0.09,1.478,1.266,0.207,0.005,1344,Sub-Saharan Africa
,1960,15,64,66.03,28.88,11.35,4.85,1.66,0.23,0.13,1.78,1.512,0.26,0.007,1462,Sub-Saharan Africa
,1965,15,64,59.07,33.23,13.93,7.36,2.66,0.34,0.18,2.285,1.877,0.398,0.01,1597,Sub-Saharan Africa
,1970,15,64,51.6,38.53,17.24,9.44,3.56,0.43,0.23,2.794,2.265,0.515,0.013,1764,Sub-Saharan Africa
,1975,15,64,42.87,43.37,20.82,13.26,5.2,0.51,0.27,3.49,2.752,0.723,0.016,1967,Sub-Saharan Africa
,1980,15,64,35.56,46.31,23.59,17.5,7.36,0.62,0.3,4.167,3.185,0.964,0.018,2236,Sub-Saharan Africa
,1985,15,64,28.67,48.97,26.22,21.39,9.4,0.97,0.46,4.831,3.597,1.205,0.028,2548,Sub-Saharan Africa
,1990,15,64,22.12,51.39,28.93,24.8,11.39,1.69,0.77,5.501,3.999,1.452,0.049,2956,Sub-Saharan Africa
,1995,15,64,16.46,52.8,31.05,28.39,13.45,2.35,1.13,6.133,4.36,1.703,0.07,3422,Sub-Saharan Africa
,2000,15,64,13.68,52.39,31.83,31.72,15.65,2.2,1.22,6.523,4.562,1.893,0.068,3928,Sub-Saharan Africa
,2005,15,64,13.87,50.3,31.52,33.01,17,2.81,1.45,6.717,4.604,2.028,0.085,4463,Sub-Saharan Africa
,2010,15,64,13.57,48.1,26.97,34.45,18.16,3.88,1.94,6.863,4.552,2.195,0.116,5035,Sub-Saharan Africa
,2015,15,64,9.82,45.88,30.15,36.14,18.74,8.15,3.73,7.755,4.939,2.579,0.238,6286,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Central African Republic,1950,15,64,88.89,9.28,3.21,1.88,0.48,0.12,0.08,0.596,0.494,0.098,0.004,370,Sub-Saharan Africa
,1955,15,64,87.61,10.26,3.68,2.13,0.58,0.15,0.09,0.672,0.555,0.113,0.005,387,Sub-Saharan Africa
,1960,15,64,85.72,11.83,4.47,2.48,0.71,0.17,0.1,0.785,0.647,0.132,0.005,408,Sub-Saharan Africa
,1965,15,64,83.23,13.17,5.29,3.52,1.13,0.22,0.13,0.975,0.778,0.19,0.007,439,Sub-Saharan Africa
,1970,15,64,76.43,18.46,8.19,4.96,1.64,0.26,0.15,1.387,1.113,0.266,0.008,489,Sub-Saharan Africa
,1975,15,64,68.94,23.53,11.39,7.23,2.62,0.3,0.17,1.898,1.499,0.389,0.009,534,Sub-Saharan Africa
,1980,15,64,61.18,26.37,13.6,11.19,4.45,1.24,0.61,2.65,1.945,0.668,0.037,594,Sub-Saharan Africa
,1985,15,64,55.55,28.49,15.39,13.69,5.89,2.25,1.24,3.224,2.272,0.882,0.07,684,Sub-Saharan Africa
,1990,15,64,48.24,31.42,17.91,17.59,8.17,2.75,1.71,3.931,2.7,1.141,0.089,751,Sub-Saharan Africa
,1995,15,64,42.63,34.13,20.38,20.68,10.01,2.57,1.63,4.421,3.03,1.307,0.084,865,Sub-Saharan Africa
,2000,15,64,39.21,35.4,21.83,22.89,11.57,2.5,1.57,4.759,3.24,1.438,0.081,960,Sub-Saharan Africa
,2005,15,64,37.17,35.79,22.92,24.5,12.64,2.55,1.53,5.003,3.384,1.537,0.082,1036,Sub-Saharan Africa
,2010,15,64,36.73,34.97,19.94,25.69,13.84,2.62,1.55,5.055,3.345,1.626,0.083,1147,Sub-Saharan Africa
,2015,15,64,37.5,32.13,21.37,27.64,14.77,2.73,1.52,5.251,3.427,1.739,0.085,1156,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Congo,1950,15,64,74.24,21.81,7.62,3.75,0.45,0.18,0.09,1.3,1.119,0.176,0.005,224,Sub-Saharan Africa
,1955,15,64,68.2,26.66,10.99,4.8,0.38,0.32,0.15,1.672,1.437,0.226,0.009,246,Sub-Saharan Africa
,1960,15,64,62.24,31.62,13.54,5.67,0.5,0.46,0.22,2.01,1.722,0.274,0.014,269,Sub-Saharan Africa
,1965,15,64,58.82,30.51,13.82,9.7,1.6,0.96,0.37,2.499,1.969,0.503,0.027,302,Sub-Saharan Africa
,1970,15,64,51.28,33.35,15.46,13.97,2.65,1.4,0.56,3.163,2.387,0.737,0.039,344,Sub-Saharan Africa
,1975,15,64,41.36,28.98,13.71,26.79,6.62,2.88,1,4.609,3.06,1.472,0.078,391,Sub-Saharan Africa
,1980,15,64,33.86,26.84,12.86,35.18,9.7,4.12,1.38,5.646,3.549,1.987,0.11,453,Sub-Saharan Africa
,1985,15,64,27.5,25.35,11.83,42.72,12.45,4.41,1.48,6.452,3.943,2.391,0.118,530,Sub-Saharan Africa
,1990,15,64,29.5,21.56,9.63,44.72,13.04,4.22,1.43,6.46,3.872,2.475,0.113,623,Sub-Saharan Africa
,1995,15,64,26.2,24.16,9.86,45.26,12.39,4.38,1.45,6.604,3.999,2.489,0.117,725,Sub-Saharan Africa
,2000,15,64,22.52,28.35,9.64,45.53,11.46,3.61,1.23,6.602,4.087,2.417,0.097,853,Sub-Saharan Africa
,2005,15,64,17.65,32.59,9.18,46.88,10.26,2.88,0.99,6.701,4.239,2.385,0.078,987,Sub-Saharan Africa
,2010,15,64,16.99,31.13,7.64,49.69,9.09,2.2,0.76,6.749,4.276,2.414,0.059,1139,Sub-Saharan Africa
,2015,15,64,13.06,34.29,7.31,48.71,8.63,3.93,1.28,6.994,4.407,2.483,0.104,1341,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cote dIvoire,1950,15,64,80.93,13.96,5.41,4.41,0.56,0.77,0.46,1.164,0.892,0.247,0.025,692,Sub-Saharan Africa
,1955,15,64,79.87,14.47,5.79,4.76,0.66,0.94,0.57,1.257,0.95,0.277,0.03,830,Sub-Saharan Africa
